Date,Order ID,SKU,Transaction type,Payment Type,Payment Detail,Amount,Quantity,Product Title
4-Sep-14,106-6923543-3739404,BP-BA-NY,Refund,Other,Shipping,($5.50),,DadGear Backpack Diaper Bag - Solid Navy
7-Sep-14,106-7077505-9049816,BP-PR-GY,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Grey Professional
7-Sep-14,106-7077505-9049816,BP-PR-GY,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Grey Professional
7-Sep-14,106-7077505-9049816,BP-PR-GY,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Grey Professional
7-Sep-14,106-7077505-9049816,BP-PR-GY,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Grey Professional
7-Sep-14,106-7077505-9049816,BP-PR-GY,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Grey Professional
4-Sep-14,106-9495233-3119461,BP-GA-AA,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Ancient Argyle
4-Sep-14,106-9495233-3119461,BP-GA-AA,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Ancient Argyle
4-Sep-14,106-9495233-3119461,BP-GA-AA,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Ancient Argyle
4-Sep-14,106-9495233-3119461,BP-GA-AA,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Ancient Argyle
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Promo rebates,Shipping,($7.99),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,106-9516340-2505004,BP-BA-BK,Order Payment,Other,Shipping,$7.99 ,,DadGear Backpack Diaper Bag - Solid Black
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Maori Night
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Maori Night
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Maori Night
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Maori Night
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Maori Night
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Promo rebates,Shipping,($4.67),,DadGear Backpack Diaper Bag - Maori Night
3-Sep-14,107-4420231-9294637,BP-GA-MA,Order Payment,Other,Shipping,$4.67 ,,DadGear Backpack Diaper Bag - Maori Night
4-Sep-14,107-4641351-7479447,BP-GA-BP,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Black Plaid
4-Sep-14,107-4641351-7479447,BP-GA-BP,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Black Plaid
4-Sep-14,107-4641351-7479447,BP-GA-BP,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Black Plaid
4-Sep-14,107-4641351-7479447,BP-GA-BP,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Black Plaid
8-Sep-14,107-6250938-2293817,BP-RS-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Black Retro Stripe
8-Sep-14,107-6250938-2293817,BP-RS-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Black Retro Stripe
8-Sep-14,107-6250938-2293817,BP-RS-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Black Retro Stripe
8-Sep-14,107-6250938-2293817,BP-RS-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Black Retro Stripe
8-Sep-14,107-6250938-2293817,BP-RS-BK,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Black Retro Stripe
9-Sep-14,107-7735651-3905008,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,107-7735651-3905008,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,107-7735651-3905008,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,107-7735651-3905008,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
5-Sep-14,107-9318253-2219432,BP-RS-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,107-9318253-2219432,BP-RS-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,107-9318253-2219432,BP-RS-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,107-9318253-2219432,BP-RS-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,108-4457189-1281055,BP-RS-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,108-4457189-1281055,BP-RS-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,108-4457189-1281055,BP-RS-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Black Retro Stripe
5-Sep-14,108-4457189-1281055,BP-RS-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Black Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Promo rebates,Shipping,($5.50),,DadGear Backpack Diaper Bag - Orange Retro Stripe
4-Sep-14,108-4957911-0564213,BP-RS-OR,Order Payment,Other,Shipping,$5.50 ,,DadGear Backpack Diaper Bag - Orange Retro Stripe
8-Sep-14,108-5756968-5864206,BP-BA-UC,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Universal Camo
8-Sep-14,108-5756968-5864206,BP-BA-UC,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Universal Camo
8-Sep-14,108-5756968-5864206,BP-BA-UC,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Universal Camo
8-Sep-14,108-5756968-5864206,BP-BA-UC,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Universal Camo
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Green Center Stripe
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Green Center Stripe
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Green Center Stripe
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Green Center Stripe
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Green Center Stripe
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Promo rebates,Shipping,($7.99),,DadGear Backpack Diaper Bag - Green Center Stripe
4-Sep-14,108-5816856-0670605,BP-CS-GN,Order Payment,Other,Shipping,$7.99 ,,DadGear Backpack Diaper Bag - Green Center Stripe
9-Sep-14,108-5900519-1495412,BP-RS-BU,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Blue Retro Stripe
9-Sep-14,108-5900519-1495412,BP-RS-BU,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Blue Retro Stripe
9-Sep-14,108-5900519-1495412,BP-RS-BU,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Blue Retro Stripe
9-Sep-14,108-5900519-1495412,BP-RS-BU,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Blue Retro Stripe
9-Sep-14,108-5900519-1495412,BP-RS-BU,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Blue Retro Stripe
9-Sep-14,108-6604154-5909851,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6604154-5909851,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6604154-5909851,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6604154-5909851,BP-BA-BK,Order Payment,Amazon fees,Shipping chargeback,($25.95),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6604154-5909851,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6604154-5909851,BP-BA-BK,Order Payment,Other,Shipping,$25.95 ,,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6791225-3897053,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6791225-3897053,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6791225-3897053,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6791225-3897053,BP-BA-BK,Order Payment,Amazon fees,Shipping chargeback,($7.99),,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6791225-3897053,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
9-Sep-14,108-6791225-3897053,BP-BA-BK,Order Payment,Other,Shipping,$7.99 ,,DadGear Backpack Diaper Bag - Solid Black
4-Sep-14,109-1371503-7186634,CR-BA-BK,Order Payment,Amazon fees,Commission,($9.00),,DadGear Courier Diaper Bag - Solid Black
4-Sep-14,109-1371503-7186634,CR-BA-BK,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Courier Diaper Bag - Solid Black
4-Sep-14,109-1371503-7186634,CR-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Courier Diaper Bag - Solid Black
4-Sep-14,109-1371503-7186634,CR-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Courier Diaper Bag - Solid Black
4-Sep-14,109-1371503-7186634,CR-BA-BK,Order Payment,Product charges,,$59.99 ,1,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Amazon fees,Shipping chargeback,($3.99),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-1601589-2385032,BP-PR-GY,Order Payment,Other,Shipping,$3.99 ,,DadGear Backpack Diaper Bag - Grey Professional
8-Sep-14,109-1903710-1550646,BP-CS-RD,Other,FBA Inventory Reimbursement - Customer Return,,$72.35 ,1,DadGear Backpack Diaper Bag - Red Center Stripe
10-Sep-14,109-5297171-9179455,BP-PR-GY,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-5297171-9179455,BP-PR-GY,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-5297171-9179455,BP-PR-GY,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-5297171-9179455,BP-PR-GY,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Grey Professional
10-Sep-14,109-5297171-9179455,BP-PR-GY,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Grey Professional
8-Sep-14,109-5530839-6691458,BP-CS-RD,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Red Center Stripe
8-Sep-14,109-5530839-6691458,BP-CS-RD,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Red Center Stripe
8-Sep-14,109-5530839-6691458,BP-CS-RD,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Red Center Stripe
8-Sep-14,109-5530839-6691458,BP-CS-RD,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Red Center Stripe
8-Sep-14,109-5530839-6691458,BP-CS-RD,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Red Center Stripe
9-Sep-14,109-5660011-4841006,CR-RS-GN,Order Payment,Amazon fees,Commission,($9.00),,DadGear Courier Diaper Bag - Green Retro Stripe
9-Sep-14,109-5660011-4841006,CR-RS-GN,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Courier Diaper Bag - Green Retro Stripe
9-Sep-14,109-5660011-4841006,CR-RS-GN,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Courier Diaper Bag - Green Retro Stripe
9-Sep-14,109-5660011-4841006,CR-RS-GN,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Courier Diaper Bag - Green Retro Stripe
9-Sep-14,109-5660011-4841006,CR-RS-GN,Order Payment,Product charges,,$59.99 ,1,DadGear Courier Diaper Bag - Green Retro Stripe
9-Sep-14,109-6061058-5981005,BP-PR-GY,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Grey Professional
9-Sep-14,109-6061058-5981005,BP-PR-GY,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Grey Professional
9-Sep-14,109-6061058-5981005,BP-PR-GY,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Grey Professional
9-Sep-14,109-6061058-5981005,BP-PR-GY,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Grey Professional
4-Sep-14,109-6061058-5981005,BP-RS-GN,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Green Retro Stripe
4-Sep-14,109-6061058-5981005,BP-RS-GN,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Green Retro Stripe
4-Sep-14,109-6061058-5981005,BP-RS-GN,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Green Retro Stripe
4-Sep-14,109-6061058-5981005,BP-RS-GN,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Green Retro Stripe
4-Sep-14,109-6061058-5981005,BP-RS-GN,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Green Retro Stripe
3-Sep-14,109-6131658-9637012,BP-GA-BP,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Black Plaid
3-Sep-14,109-6131658-9637012,BP-GA-BP,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Black Plaid
3-Sep-14,109-6131658-9637012,BP-GA-BP,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Black Plaid
3-Sep-14,109-6131658-9637012,BP-GA-BP,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Black Plaid
8-Sep-14,109-7807723-9569826,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-7807723-9569826,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-7807723-9569826,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-7807723-9569826,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-9548582-2067458,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-9548582-2067458,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-9548582-2067458,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,109-9548582-2067458,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Silver Center Stripe
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Silver Center Stripe
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Silver Center Stripe
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Silver Center Stripe
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Silver Center Stripe
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Silver Center Stripe
4-Sep-14,110-0844570-8180232,BP-CS-GY,Order Payment,Promo rebates,,$0.00 ,1,DadGear Backpack Diaper Bag - Silver Center Stripe
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Amazon fees,Commission,($9.00),,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Amazon fees,Gift wrap chargeback,($5.99),,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Product charges,,$59.99 ,1,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Promo rebates,,$0.00 ,1,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Promo rebates,Shipping,($5.49),,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Other,Gift wrap,$5.99 ,,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-0901793-2493806,CR-BA-BK,Order Payment,Other,Shipping,$5.49 ,,DadGear Courier Diaper Bag - Solid Black
10-Sep-14,110-1796636-6728218,BP-RS-GN,Refund,Amazon fees,Commission,$13.50 ,,DadGear Backpack Diaper Bag - Green Retro Stripe
10-Sep-14,110-1796636-6728218,BP-RS-GN,Refund,Amazon fees,Refund commission,($2.70),,DadGear Backpack Diaper Bag - Green Retro Stripe
10-Sep-14,110-1796636-6728218,BP-RS-GN,Refund,Product charges,,($89.99),1,DadGear Backpack Diaper Bag - Green Retro Stripe
9-Sep-14,110-2314855-0290650,BP-CS-RD,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Red Center Stripe
9-Sep-14,110-2314855-0290650,BP-CS-RD,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Red Center Stripe
9-Sep-14,110-2314855-0290650,BP-CS-RD,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Red Center Stripe
9-Sep-14,110-2314855-0290650,BP-CS-RD,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Red Center Stripe
9-Sep-14,110-2314855-0290650,BP-CS-RD,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Red Center Stripe
6-Sep-14,110-4162944-6184237,CR-RS-OR,Order Payment,Amazon fees,Commission,($9.00),,DadGear Courier Diaper Bag - Orange Retro Stripe
6-Sep-14,110-4162944-6184237,CR-RS-OR,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Courier Diaper Bag - Orange Retro Stripe
6-Sep-14,110-4162944-6184237,CR-RS-OR,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Courier Diaper Bag - Orange Retro Stripe
6-Sep-14,110-4162944-6184237,CR-RS-OR,Order Payment,Product charges,,$59.99 ,1,DadGear Courier Diaper Bag - Orange Retro Stripe
7-Sep-14,110-4757470-9952248,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
7-Sep-14,110-4757470-9952248,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
7-Sep-14,110-4757470-9952248,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
7-Sep-14,110-4757470-9952248,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,110-5898184-9235423,BP-RS-OR,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Orange Retro Stripe
8-Sep-14,110-5898184-9235423,BP-RS-OR,Order Payment,Amazon fees,FBA per order fulfillment fee,($1.00),,DadGear Backpack Diaper Bag - Orange Retro Stripe
8-Sep-14,110-5898184-9235423,BP-RS-OR,Order Payment,Amazon fees,FBA per unit fulfillment fee,($1.02),,DadGear Backpack Diaper Bag - Orange Retro Stripe
8-Sep-14,110-5898184-9235423,BP-RS-OR,Order Payment,Amazon fees,FBA weight based fee,($1.73),,DadGear Backpack Diaper Bag - Orange Retro Stripe
8-Sep-14,110-5898184-9235423,BP-RS-OR,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Orange Retro Stripe
8-Sep-14,110-6030610-6066606,BP-BA-BK,Refund,Amazon fees,Commission,$13.50 ,,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,110-6030610-6066606,BP-BA-BK,Refund,Amazon fees,Refund commission,($2.70),,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,110-6030610-6066606,BP-BA-BK,Refund,Amazon fees,Shipping chargeback,$3.99 ,,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,110-6030610-6066606,BP-BA-BK,Refund,Product charges,,($89.99),1,DadGear Backpack Diaper Bag - Solid Black
8-Sep-14,110-6030610-6066606,BP-BA-BK,Refund,Other,Shipping,($3.99),,DadGear Backpack Diaper Bag - Solid Black
3-Sep-14,110-6123184-8515411,BP-BA-BK,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Solid Black
3-Sep-14,110-6123184-8515411,BP-BA-BK,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Solid Black
3-Sep-14,110-6123184-8515411,BP-BA-BK,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Solid Black
3-Sep-14,110-6123184-8515411,BP-BA-BK,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Solid Black
6-Sep-14,110-7611113-4692264,BP-GA-BP,Order Payment,Amazon fees,Commission,($13.50),,DadGear Backpack Diaper Bag - Black Plaid
6-Sep-14,110-7611113-4692264,BP-GA-BP,Order Payment,Amazon fees,FBA per unit fulfillment fee,($4.03),,DadGear Backpack Diaper Bag - Black Plaid
6-Sep-14,110-7611113-4692264,BP-GA-BP,Order Payment,Amazon fees,FBA weight based fee,($2.12),,DadGear Backpack Diaper Bag - Black Plaid
6-Sep-14,110-7611113-4692264,BP-GA-BP,Order Payment,Product charges,,$89.99 ,1,DadGear Backpack Diaper Bag - Black Plaid
